x,y
3.970000,3.601525
3.980000,3.608176
3.990000,3.614867
4.000000,3.621599
4.010000,3.628372
4.020000,3.635186
4.030000,3.642041
4.040000,3.648938
4.050000,3.655876
4.060000,3.662856
4.070000,3.669877
4.080000,3.676941
4.090000,3.684046
4.100000,3.691194
4.110000,3.698384
4.120000,3.705615
4.130000,3.712890
4.140000,3.720207
4.150000,3.727566
4.160000,3.734968
4.170000,3.742414
4.180000,3.749902
4.190000,3.757433
4.200000,3.765007
4.210000,3.772625
4.220000,3.780285
4.230000,3.787990
4.240000,3.795738
4.250000,3.803530
4.260000,3.811365
4.270000,3.819245
4.280000,3.827168
4.290000,3.835136
4.300000,3.843148
4.310000,3.851204
4.320000,3.859305
4.330000,3.867451
4.340000,3.875641
4.350000,3.883876
4.360000,3.892156
4.370000,3.900481
4.380000,3.908851
4.390000,3.917266
4.400000,3.925727
4.410000,3.934233
4.420000,3.942785
4.430000,3.951382
4.440000,3.960026
4.450000,3.968715
4.460000,3.977450
4.470000,3.986231
4.480000,3.995059
4.490000,4.003933
4.500000,4.012853
4.510000,4.021820
4.520000,4.030834
4.530000,4.039894
4.540000,4.049002
4.550000,4.058156
4.560000,4.067358
4.570000,4.076606
4.580000,4.085902
4.590000,4.095246
4.600000,4.104637
4.610000,4.114076
4.620000,4.123562
4.630000,4.133097
4.640000,4.142679
4.650000,4.152310
4.660000,4.161988
4.670000,4.171715
4.680000,4.181491
4.690000,4.191315
4.700000,4.201187
4.710000,4.211109
4.720000,4.221079
4.730000,4.231099
4.740000,4.241167
4.750000,4.251285
4.760000,4.261452
4.770000,4.271668
4.780000,4.281934
4.790000,4.292249
4.800000,4.302615
4.810000,4.313030
4.820000,4.323495
4.830000,4.334010
4.840000,4.344576
4.850000,4.355191
4.860000,4.365857
4.870000,4.376574
4.880000,4.387341
4.890000,4.398159
4.900000,4.409028
4.910000,4.419948
4.920000,4.430919
4.930000,4.441941
4.940000,4.453014
4.950000,4.464139
4.960000,4.475316
4.970000,4.486543
4.980000,4.497823
4.990000,4.509155
5.000000,4.520538
5.010000,4.531973
5.020000,4.543460
5.030000,4.554999
5.040000,4.566588
5.050000,4.578228
5.060000,4.589918
5.070000,4.601658
5.080000,4.613448
5.090000,4.625286
5.100000,4.637174
5.110000,4.649110
5.120000,4.661093
5.130000,4.673125
5.140000,4.685203
5.150000,4.697329
5.160000,4.709501
5.170000,4.721719
5.180000,4.733983
5.190000,4.746292
5.200000,4.758647
5.210000,4.771046
5.220000,4.783489
5.230000,4.795976
5.240000,4.808507
5.250000,4.821082
5.260000,4.833699
5.270000,4.846358
5.280000,4.859060
5.290000,4.871803
5.300000,4.884587
5.310000,4.897413
5.320000,4.910279
5.330000,4.923186
5.340000,4.936132
5.350000,4.949118
5.360000,4.962143
5.370000,4.975207
5.380000,4.988309
5.390000,5.001449
5.400000,5.014627
5.410000,5.027843
5.420000,5.041095
5.430000,5.054384
5.440000,5.067709
5.450000,5.081069
5.460000,5.094466
5.470000,5.107897
5.480000,5.121363
5.490000,5.134863
5.500000,5.148398
5.510000,5.161966
5.520000,5.175567
5.530000,5.189201
5.540000,5.202868
5.550000,5.216566
5.560000,5.230297
5.570000,5.244059
5.580000,5.257852
5.590000,5.271675
5.600000,5.285529
5.610000,5.299413
5.620000,5.313327
5.630000,5.327269
5.640000,5.341241
5.650000,5.355240
5.660000,5.369268
5.670000,5.383324
5.680000,5.397407
5.690000,5.411517
5.700000,5.425654
5.710000,5.439816
5.720000,5.454005
5.730000,5.468219
5.740000,5.482458
5.750000,5.496723
5.760000,5.511011
5.770000,5.525323
5.780000,5.539660
5.790000,5.554019
5.800000,5.568401
5.810000,5.582806
5.820000,5.597233
5.830000,5.611682
5.840000,5.626152
5.850000,5.640644
5.860000,5.655156
5.870000,5.669688
5.880000,5.684241
5.890000,5.698813
5.900000,5.713404
5.910000,5.728014
5.920000,5.742642
5.930000,5.757289
5.940000,5.771953
5.950000,5.786635
5.960000,5.801334
5.970000,5.816049
5.980000,5.830781
5.990000,5.845529
6.000000,5.860292
6.010000,5.875070
6.020000,5.889863
6.030000,5.904670
6.040000,5.919491
6.050000,5.934325
6.060000,5.949172
6.070000,5.964030
6.080000,5.978901
6.090000,5.993782
6.100000,6.008674
6.110000,6.023576
6.120000,6.038488
6.130000,6.053408
6.140000,6.068338
6.150000,6.083275
6.160000,6.098220
6.170000,6.113172
6.180000,6.128130
6.190000,6.143094
6.200000,6.158064
6.210000,6.173039
6.220000,6.188019
6.230000,6.203002
6.240000,6.217989
6.250000,6.232979
6.260000,6.247971
6.270000,6.262966
6.280000,6.277961
6.290000,6.292958
6.300000,6.307955
6.310000,6.322952
6.320000,6.337949
6.330000,6.352944
6.340000,6.367938
6.350000,6.382929
6.360000,6.397918
6.370000,6.412904
6.380000,6.427886
6.390000,6.442864
6.400000,6.457838
6.410000,6.472806
6.420000,6.487768
6.430000,6.502725
6.440000,6.517674
6.450000,6.532617
6.460000,6.547552
6.470000,6.562478
6.480000,6.577396
6.490000,6.592305
6.500000,6.607204
6.510000,6.622092
6.520000,6.636970
6.530000,6.651837
6.540000,6.666691
6.550000,6.681534
6.560000,6.696364
6.570000,6.711180
6.580000,6.725983
6.590000,6.740771
6.600000,6.755545
6.610000,6.770303
6.620000,6.785045
6.630000,6.799771
6.640000,6.814480
6.650000,6.829172
6.660000,6.843846
6.670000,6.858501
6.680000,6.873138
6.690000,6.887755
6.700000,6.902353
6.710000,6.916929
6.720000,6.931485
6.730000,6.946020
6.740000,6.960532
6.750000,6.975023
6.760000,6.989490
6.770000,7.003933
6.780000,7.018353
6.790000,7.032748
6.800000,7.047119
6.810000,7.061464
6.820000,7.075782
6.830000,7.090075
6.840000,7.104340
6.850000,7.118577
6.860000,7.132787
6.870000,7.146968
6.880000,7.161120
6.890000,7.175243
6.900000,7.189335
6.910000,7.203397
6.920000,7.217428
6.930000,7.231427
6.940000,7.245394
6.950000,7.259328
6.960000,7.273229
6.970000,7.287097
6.980000,7.300930
6.990000,7.314729
7.000000,7.328493
7.010000,7.342221
7.020000,7.355913
7.030000,7.369569
7.040000,7.383189
7.050000,7.396773
7.060000,7.410320
7.070000,7.423830
7.080000,7.437304
7.090000,7.450740
7.100000,7.464139
7.110000,7.477500
7.120000,7.490824
7.130000,7.504110
7.140000,7.517358
7.150000,7.530568
7.160000,7.543739
7.170000,7.556872
7.180000,7.569966
7.190000,7.583022
7.200000,7.596038
7.210000,7.609015
7.220000,7.621952
7.230000,7.634850
7.240000,7.647708
7.250000,7.660526
7.260000,7.673303
7.270000,7.686041
7.280000,7.698738
7.290000,7.711394
7.300000,7.724009
7.310000,7.736583
7.320000,7.749116
7.330000,7.761608
7.340000,7.774057
7.350000,7.786465
7.360000,7.798831
7.370000,7.811155
7.380000,7.823437
7.390000,7.835676
7.400000,7.847872
7.410000,7.860026
7.420000,7.872136
7.430000,7.884203
7.440000,7.896227
7.450000,7.908207
7.460000,7.920143
7.470000,7.932036
7.480000,7.943884
7.490000,7.955688
7.500000,7.967447
7.510000,7.979162
7.520000,7.990832
7.530000,8.002456
7.540000,8.014036
7.550000,8.025570
7.560000,8.037058
7.570000,8.048501
7.580000,8.059898
7.590000,8.071249
7.600000,8.082553
7.610000,8.093811
7.620000,8.105022
7.630000,8.116186
7.640000,8.127304
7.650000,8.138374
7.660000,8.149396
7.670000,8.160371
7.680000,8.171299
7.690000,8.182178
7.700000,8.193010
7.710000,8.203793
7.720000,8.214527
7.730000,8.225213
7.740000,8.235850
7.750000,8.246438
7.760000,8.256977
7.770000,8.267466
7.780000,8.277906
7.790000,8.288296
7.800000,8.298636
7.810000,8.308926
7.820000,8.319166
7.830000,8.329356
7.840000,8.339494
7.850000,8.349582
7.860000,8.359619
7.870000,8.369605
7.880000,8.379539
7.890000,8.389422
7.900000,8.399253
7.910000,8.409032
7.920000,8.418759
7.930000,8.428434
7.940000,8.438056
7.950000,8.447626
7.960000,8.457143
7.970000,8.466607
7.980000,8.476018
7.990000,8.485375
8.000000,8.494679
8.010000,8.503929
8.020000,8.513126
8.030000,8.522270
8.040000,8.531361
8.050000,8.540399
8.060000,8.549386
8.070000,8.558320
8.080000,8.567203
8.090000,8.576035
8.100000,8.584816
8.110000,8.593547
8.120000,8.602227
8.130000,8.610857
8.140000,8.619437
8.150000,8.627969
8.160000,8.636451
8.170000,8.644884
8.180000,8.653269
8.190000,8.661606
8.200000,8.669896
8.210000,8.678138
8.220000,8.686332
8.230000,8.694480
8.240000,8.702582
8.250000,8.710637
8.260000,8.718646
8.270000,8.726610
8.280000,8.734528
8.290000,8.742402
8.300000,8.750231
8.310000,8.758015
8.320000,8.765756
8.330000,8.773453
8.340000,8.781107
8.350000,8.788717
8.360000,8.796285
8.370000,8.803810
8.380000,8.811294
8.390000,8.818735
8.400000,8.826135
8.410000,8.833494
8.420000,8.840812
8.430000,8.848089
8.440000,8.855326
8.450000,8.862523
8.460000,8.869681
8.470000,8.876799
8.480000,8.883879
8.490000,8.890919
8.500000,8.897922
8.510000,8.904886
8.520000,8.911812
8.530000,8.918702
8.540000,8.925554
8.550000,8.932369
8.560000,8.939148
8.570000,8.945890
8.580000,8.952597
8.590000,8.959268
8.600000,8.965904
8.610000,8.972505
8.620000,8.979072
8.630000,8.985604
8.640000,8.992102
8.650000,8.998567
8.660000,9.004998
8.670000,9.011396
8.680000,9.017761
8.690000,9.024095
8.700000,9.030396
8.710000,9.036665
8.720000,9.042903
8.730000,9.049109
8.740000,9.055285
8.750000,9.061430
8.760000,9.067545
8.770000,9.073630
8.780000,9.079686
8.790000,9.085712
8.800000,9.091710
8.810000,9.097678
8.820000,9.103619
8.830000,9.109531
8.840000,9.115416
8.850000,9.121273
8.860000,9.127103
8.870000,9.132907
8.880000,9.138684
8.890000,9.144435
8.900000,9.150160
8.910000,9.155859
8.920000,9.161534
8.930000,9.167183
8.940000,9.172808
8.950000,9.178409
8.960000,9.183985
8.970000,9.189538
8.980000,9.195068
8.990000,9.200575
9.000000,9.206059
9.010000,9.211521
9.020000,9.216961
9.030000,9.222379
9.040000,9.227777
9.050000,9.233154
9.060000,9.238512
9.070000,9.243850
9.080000,9.249170
9.090000,9.254472
9.100000,9.259755
9.110000,9.265022
9.120000,9.270272
9.130000,9.275505
9.140000,9.280724
9.150000,9.285927
9.160000,9.291115
9.170000,9.296289
9.180000,9.301450
9.190000,9.306598
9.200000,9.311733
9.210000,9.316857
9.220000,9.321968
9.230000,9.327069
9.240000,9.332160
9.250000,9.337240
9.260000,9.342311
9.270000,9.347373
9.280000,9.352427
9.290000,9.357473
9.300000,9.362512
9.310000,9.367544
9.320000,9.372570
9.330000,9.377589
9.340000,9.382604
9.350000,9.387614
9.360000,9.392620
9.370000,9.397622
9.380000,9.402621
9.390000,9.407617
9.400000,9.412611
9.410000,9.417603
9.420000,9.422595
9.430000,9.427585
9.440000,9.432576
9.450000,9.437567
9.460000,9.442559
9.470000,9.447553
9.480000,9.452549
9.490000,9.457547
9.500000,9.462548
9.510000,9.467553
9.520000,9.472562
9.530000,9.477576
9.540000,9.482595
9.550000,9.487619
9.560000,9.492650
9.570000,9.497687
9.580000,9.502731
9.590000,9.507784
9.600000,9.512844
9.610000,9.517913
9.620000,9.522992
9.630000,9.528080
9.640000,9.533179
9.650000,9.538288
9.660000,9.543409
9.670000,9.548542
9.680000,9.553687
9.690000,9.558845
9.700000,9.564017
9.710000,9.569203
9.720000,9.574402
9.730000,9.579617
9.740000,9.584848
9.750000,9.590095
9.760000,9.595358
9.770000,9.600638
9.780000,9.605936
9.790000,9.611252
9.800000,9.616586
9.810000,9.621940
9.820000,9.627313
9.830000,9.632707
9.840000,9.638121
9.850000,9.643556
9.860000,9.649014
9.870000,9.654493
9.880000,9.659995
9.890000,9.665521
9.900000,9.671070
9.910000,9.676644
9.920000,9.682243
9.930000,9.687867
9.940000,9.693517
9.950000,9.699193
9.960000,9.704896
9.970000,9.710627
9.980000,9.716386
9.990000,9.722173
10.000000,9.727989
10.010000,9.733835
10.020000,9.739710
10.030000,9.745616
10.040000,9.751551
10.050000,9.757518
10.060000,9.763515
10.070000,9.769543
10.080000,9.775602
10.090000,9.781693
10.100000,9.787816
10.110000,9.793970
10.120000,9.800157
10.130000,9.806377
10.140000,9.812629
10.150000,9.818914
10.160000,9.825233
10.170000,9.831584
10.180000,9.837970
10.190000,9.844390
10.200000,9.850844
10.210000,9.857332
10.220000,9.863855
10.230000,9.870413
10.240000,9.877006
10.250000,9.883635
10.260000,9.890300
10.270000,9.897000
10.280000,9.903737
10.290000,9.910510
10.300000,9.917320
10.310000,9.924167
10.320000,9.931051
10.330000,9.937972
10.340000,9.944931
10.350000,9.951929
10.360000,9.958964
10.370000,9.966038
10.380000,9.973150
10.390000,9.980302
10.400000,9.987492
10.410000,9.994722
10.420000,10.001992
10.430000,10.009302
10.440000,10.016651
10.450000,10.024042
10.460000,10.031473
10.470000,10.038945
10.480000,10.046458
10.490000,10.054012
10.500000,10.061608
10.510000,10.069246
10.520000,10.076926
10.530000,10.084649
10.540000,10.092414
10.550000,10.100222
10.560000,10.108074
10.570000,10.115968
10.580000,10.123907
10.590000,10.131889
10.600000,10.139915
10.610000,10.147986
10.620000,10.156101
10.630000,10.164262
10.640000,10.172467
10.650000,10.180718
10.660000,10.189014
10.670000,10.197356
10.680000,10.205745
10.690000,10.214179
10.700000,10.222661
10.710000,10.231189
10.720000,10.239764
10.730000,10.248387
10.740000,10.257057
10.750000,10.265775
10.760000,10.274542
10.770000,10.283356
10.780000,10.292219
10.790000,10.301132
10.800000,10.310093
10.810000,10.319103
10.820000,10.328163
10.830000,10.337273
10.840000,10.346433
10.850000,10.355643
10.860000,10.364904
10.870000,10.374216
10.880000,10.383578
10.890000,10.392993
10.900000,10.402458
10.910000,10.411976
10.920000,10.421545
10.930000,10.431167
10.940000,10.440841
10.950000,10.450568
10.960000,10.460349
10.970000,10.470182
10.980000,10.480069
10.990000,10.490010
11.000000,10.500005
11.010000,10.510054
11.020000,10.520157
11.030000,10.530314
11.040000,10.540525
11.050000,10.550788
11.060000,10.561105
11.070000,10.571475
11.080000,10.581897
11.090000,10.592371
11.100000,10.602897
11.110000,10.613476
11.120000,10.624105
11.130000,10.634786
11.140000,10.645518
11.150000,10.656301
11.160000,10.667134
11.170000,10.678018
11.180000,10.688951
11.190000,10.699934
11.200000,10.710967
11.210000,10.722049
11.220000,10.733180
11.230000,10.744360
11.240000,10.755588
11.250000,10.766865
11.260000,10.778189
11.270000,10.789562
11.280000,10.800981
11.290000,10.812448
11.300000,10.823962
11.310000,10.835523
11.320000,10.847130
11.330000,10.858784
11.340000,10.870483
11.350000,10.882228
11.360000,10.894019
11.370000,10.905855
11.380000,10.917736
11.390000,10.929662
11.400000,10.941632
11.410000,10.953646
11.420000,10.965704
11.430000,10.977806
11.440000,10.989952
11.450000,11.002140
11.460000,11.014372
11.470000,11.026647
11.480000,11.038963
11.490000,11.051322
11.500000,11.063723
11.510000,11.076166
11.520000,11.088650
11.530000,11.101176
11.540000,11.113742
11.550000,11.126349
11.560000,11.138997
11.570000,11.151684
11.580000,11.164412
11.590000,11.177179
11.600000,11.189986
11.610000,11.202832
11.620000,11.215717
11.630000,11.228641
11.640000,11.241603
11.650000,11.254603
11.660000,11.267641
11.670000,11.280717
11.680000,11.293830
11.690000,11.306981
11.700000,11.320168
11.710000,11.333392
11.720000,11.346653
11.730000,11.359949
11.740000,11.373282
11.750000,11.386650
11.760000,11.400054
11.770000,11.413493
11.780000,11.426967
11.790000,11.440475
11.800000,11.454018
11.810000,11.467595
11.820000,11.481206
11.830000,11.494850
11.840000,11.508528
11.850000,11.522239
11.860000,11.535983
11.870000,11.549760
11.880000,11.563569
11.890000,11.577410
11.900000,11.591284
11.910000,11.605188
11.920000,11.619125
11.930000,11.633092
11.940000,11.647090
11.950000,11.661119
11.960000,11.675178
11.970000,11.689268
11.980000,11.703387
11.990000,11.717536
12.000000,11.731714
12.010000,11.745921
12.020000,11.760157
12.030000,11.774421
12.040000,11.788713
12.050000,11.803032
12.060000,11.817377
12.070000,11.831748
12.080000,11.846145
12.090000,11.860567
12.100000,11.875013
12.110000,11.889483
12.120000,11.903976
12.130000,11.918493
12.140000,11.933031
12.150000,11.947592
12.160000,11.962174
12.170000,11.976777
12.180000,11.991400
12.190000,12.006043
12.200000,12.020705
12.210000,12.035386
12.220000,12.050085
12.230000,12.064802
12.240000,12.079536
12.250000,12.094286
12.260000,12.109053
12.270000,12.123836
12.280000,12.138633
12.290000,12.153445
12.300000,12.168271
12.310000,12.183111
12.320000,12.197964
12.330000,12.212829
12.340000,12.227706
12.350000,12.242595
12.360000,12.257495
12.370000,12.272405
12.380000,12.287325
12.390000,12.302254
12.400000,12.317193
12.410000,12.332139
12.420000,12.347094
12.430000,12.362056
12.440000,12.377024
12.450000,12.391999
12.460000,12.406980
12.470000,12.421966
12.480000,12.436956
12.490000,12.451951
12.500000,12.466949
12.510000,12.481951
12.520000,12.496955
12.530000,12.511962
12.540000,12.526970
12.550000,12.541979
12.560000,12.556988
12.570000,12.571998
12.580000,12.587007
12.590000,12.602015
12.600000,12.617022
12.610000,12.632027
12.620000,12.647029
12.630000,12.662028
12.640000,12.677023
12.650000,12.692014
12.660000,12.707001
12.670000,12.721983
12.680000,12.736958
12.690000,12.751928
12.700000,12.766891
12.710000,12.781847
12.720000,12.796795
12.730000,12.811735
12.740000,12.826665
12.750000,12.841587
12.760000,12.856499
12.770000,12.871400
12.780000,12.886291
12.790000,12.901170
12.800000,12.916037
12.810000,12.930892
12.820000,12.945734
12.830000,12.960563
12.840000,12.975377
12.850000,12.990177
12.860000,13.004962
12.870000,13.019732
12.880000,13.034485
12.890000,13.049222
12.900000,13.063942
12.910000,13.078644
12.920000,13.093328
12.930000,13.107993
12.940000,13.122639
12.950000,13.137265
12.960000,13.151872
12.970000,13.166457
12.980000,13.181021
12.990000,13.195564
13.000000,13.210084
13.010000,13.224581
13.020000,13.239056
13.030000,13.253507
13.040000,13.267934
13.050000,13.282337
13.060000,13.296715
13.070000,13.311069
13.080000,13.325398
13.090000,13.339702
13.100000,13.353980
13.110000,13.368233
13.120000,13.382459
13.130000,13.396658
13.140000,13.410831
13.150000,13.424976
13.160000,13.439095
13.170000,13.453185
13.180000,13.467247
13.190000,13.481281
13.200000,13.495286
13.210000,13.509262
13.220000,13.523209
13.230000,13.537126
13.240000,13.551014
13.250000,13.564871
13.260000,13.578697
13.270000,13.592493
13.280000,13.606257
13.290000,13.619990
13.300000,13.633691
13.310000,13.647360
13.320000,13.660997
13.330000,13.674601
13.340000,13.688172
13.350000,13.701710
13.360000,13.715214
13.370000,13.728684
13.380000,13.742119
13.390000,13.755520
13.400000,13.768887
13.410000,13.782218
13.420000,13.795513
13.430000,13.808773
13.440000,13.821997
13.450000,13.835184
13.460000,13.848334
13.470000,13.861447
13.480000,13.874523
13.490000,13.887562
13.500000,13.900562
13.510000,13.913524
13.520000,13.926448
13.530000,13.939332
13.540000,13.952177
13.550000,13.964983
13.560000,13.977749
13.570000,13.990475
13.580000,14.003160
13.590000,14.015805
13.600000,14.028408
13.610000,14.040970
13.620000,14.053490
13.630000,14.065969
13.640000,14.078405
13.650000,14.090798
13.660000,14.103149
13.670000,14.115456
13.680000,14.127720
13.690000,14.139939
13.700000,14.152115
13.710000,14.164246
13.720000,14.176332
13.730000,14.188374
13.740000,14.200369
13.750000,14.212319
13.760000,14.224223
13.770000,14.236081
13.780000,14.247892
13.790000,14.259656
13.800000,14.271373
13.810000,14.283042
13.820000,14.294664
13.830000,14.306237
13.840000,14.317761
13.850000,14.329237
13.860000,14.340664
13.870000,14.352041
13.880000,14.363368
13.890000,14.374646
13.900000,14.385873
13.910000,14.397049
13.920000,14.408174
13.930000,14.419248
13.940000,14.430271
13.950000,14.441241
13.960000,14.452159
13.970000,14.463025
