x,y
1.760000,2.256684
1.770000,2.265476
1.780000,2.274219
1.790000,2.282912
1.800000,2.291557
1.810000,2.300153
1.820000,2.308700
1.830000,2.317200
1.840000,2.325651
1.850000,2.334056
1.860000,2.342413
1.870000,2.350724
1.880000,2.358988
1.890000,2.367206
1.900000,2.375378
1.910000,2.383504
1.920000,2.391586
1.930000,2.399622
1.940000,2.407614
1.950000,2.415562
1.960000,2.423466
1.970000,2.431326
1.980000,2.439143
1.990000,2.446918
2.000000,2.454649
2.010000,2.463270
2.020000,2.471814
2.030000,2.480283
2.040000,2.488678
2.050000,2.496999
2.060000,2.505248
2.070000,2.513424
2.080000,2.521530
2.090000,2.529566
2.100000,2.537532
2.110000,2.545431
2.120000,2.553261
2.130000,2.561026
2.140000,2.568724
2.150000,2.576358
2.160000,2.583927
2.170000,2.591433
2.180000,2.598877
2.190000,2.606260
2.200000,2.613581
2.210000,2.620843
2.220000,2.628046
2.230000,2.635190
2.240000,2.642277
2.250000,2.649308
2.260000,2.656283
2.270000,2.663202
2.280000,2.670068
2.290000,2.676880
2.300000,2.683640
2.310000,2.690348
2.320000,2.697005
2.330000,2.703612
2.340000,2.710169
2.350000,2.716678
2.360000,2.723140
2.370000,2.729554
2.380000,2.735921
2.390000,2.742244
2.400000,2.748521
2.410000,2.754755
2.420000,2.760946
2.430000,2.767094
2.440000,2.773200
2.450000,2.779266
2.460000,2.785291
2.470000,2.791277
2.480000,2.797225
2.490000,2.803134
2.500000,2.809006
2.510000,2.814842
2.520000,2.820642
2.530000,2.826407
2.540000,2.832138
2.550000,2.837835
2.560000,2.843499
2.570000,2.849132
2.580000,2.854732
2.590000,2.860303
2.600000,2.865843
2.610000,2.871354
2.620000,2.876836
2.630000,2.882290
2.640000,2.887717
2.650000,2.893118
2.660000,2.898493
2.670000,2.903843
2.680000,2.909168
2.690000,2.914469
2.700000,2.919748
2.710000,2.925004
2.720000,2.930238
2.730000,2.935451
2.740000,2.940643
2.750000,2.945816
2.760000,2.950970
2.770000,2.956105
2.780000,2.961222
2.790000,2.966322
2.800000,2.971406
2.810000,2.976473
2.820000,2.981526
2.830000,2.986563
2.840000,2.991587
2.850000,2.996597
2.860000,3.001595
2.870000,3.006580
2.880000,3.011554
2.890000,3.016517
2.900000,3.021470
2.910000,3.026413
2.920000,3.031346
2.930000,3.036272
2.940000,3.041189
2.950000,3.046099
2.960000,3.051002
2.970000,3.055899
2.980000,3.060791
2.990000,3.065678
3.000000,3.070560
3.010000,3.075648
3.020000,3.080725
3.030000,3.085792
3.040000,3.090849
3.050000,3.095898
3.060000,3.100938
3.070000,3.105971
3.080000,3.110997
3.090000,3.116016
3.100000,3.121031
3.110000,3.126040
3.120000,3.131045
3.130000,3.136047
3.140000,3.141045
3.150000,3.146042
3.160000,3.151037
3.170000,3.156031
3.180000,3.161024
3.190000,3.166018
3.200000,3.171013
3.210000,3.176010
3.220000,3.181008
3.230000,3.186010
3.240000,3.191014
3.250000,3.196023
3.260000,3.201036
3.270000,3.206055
3.280000,3.211079
3.290000,3.216110
3.300000,3.221148
3.310000,3.226193
3.320000,3.231246
3.330000,3.236309
3.340000,3.241380
3.350000,3.246461
3.360000,3.251553
3.370000,3.256655
3.380000,3.261769
3.390000,3.266895
3.400000,3.272034
3.410000,3.277186
3.420000,3.282351
3.430000,3.287531
3.440000,3.292725
3.450000,3.297935
3.460000,3.303161
3.470000,3.308402
3.480000,3.313661
3.490000,3.318937
3.500000,3.324231
3.510000,3.329543
3.520000,3.334873
3.530000,3.340224
3.540000,3.345594
3.550000,3.350984
3.560000,3.356395
3.570000,3.361827
3.580000,3.367281
3.590000,3.372757
3.600000,3.378256
3.610000,3.383778
3.620000,3.389324
3.630000,3.394893
3.640000,3.400487
3.650000,3.406106
3.660000,3.411750
3.670000,3.417420
3.680000,3.423116
3.690000,3.428839
3.700000,3.434589
3.710000,3.440366
3.720000,3.446171
3.730000,3.452005
3.740000,3.457867
3.750000,3.463758
3.760000,3.469679
3.770000,3.475630
3.780000,3.481611
3.790000,3.487623
3.800000,3.493665
3.810000,3.499740
3.820000,3.505846
3.830000,3.511984
3.840000,3.518155
3.850000,3.524359
3.860000,3.530596
3.870000,3.536866
3.880000,3.543171
3.890000,3.549510
3.900000,3.555883
3.910000,3.562292
3.920000,3.568736
3.930000,3.575216
3.940000,3.581731
3.950000,3.588283
3.960000,3.594872
3.970000,3.601498
3.980000,3.608160
3.990000,3.614861
4.000000,3.621599
4.010000,3.627671
4.020000,3.633806
4.030000,3.640007
4.040000,3.646271
4.050000,3.652599
4.060000,3.658991
4.070000,3.665446
4.080000,3.671966
4.090000,3.678548
4.100000,3.685194
4.110000,3.691903
4.120000,3.698674
4.130000,3.705509
4.140000,3.712406
4.150000,3.719366
4.160000,3.726388
4.170000,3.733472
4.180000,3.740618
4.190000,3.747826
4.200000,3.755096
4.210000,3.762427
4.220000,3.769820
4.230000,3.777274
4.240000,3.784789
4.250000,3.792365
4.260000,3.800001
4.270000,3.807699
4.280000,3.815456
4.290000,3.823274
4.300000,3.831152
4.310000,3.839090
4.320000,3.847088
4.330000,3.855145
4.340000,3.863261
4.350000,3.871437
4.360000,3.879672
4.370000,3.887966
4.380000,3.896318
4.390000,3.904729
4.400000,3.913198
4.410000,3.921725
4.420000,3.930311
4.430000,3.938954
4.440000,3.947654
4.450000,3.956412
4.460000,3.965227
4.470000,3.974100
4.480000,3.983029
4.490000,3.992014
4.500000,4.001057
4.510000,4.010155
4.520000,4.019310
4.530000,4.028520
4.540000,4.037786
4.550000,4.047107
4.560000,4.056484
4.570000,4.065916
4.580000,4.075403
4.590000,4.084944
4.600000,4.094540
4.610000,4.104190
4.620000,4.113894
4.630000,4.123652
4.640000,4.133464
4.650000,4.143329
4.660000,4.153247
4.670000,4.163218
4.680000,4.173242
4.690000,4.183319
4.700000,4.193448
4.710000,4.203629
4.720000,4.213862
4.730000,4.224146
4.740000,4.234482
4.750000,4.244870
4.760000,4.255308
4.770000,4.265797
4.780000,4.276337
4.790000,4.286927
4.800000,4.297568
4.810000,4.308258
4.820000,4.318998
4.830000,4.329787
4.840000,4.340625
4.850000,4.351513
4.860000,4.362449
4.870000,4.373434
4.880000,4.384467
4.890000,4.395548
4.900000,4.406676
4.910000,4.417853
4.920000,4.429076
4.930000,4.440347
4.940000,4.451664
4.950000,4.463028
4.960000,4.474439
4.970000,4.485895
4.980000,4.497397
4.990000,4.508945
5.000000,4.520538
5.010000,4.531205
5.020000,4.541952
5.030000,4.552779
5.040000,4.563685
5.050000,4.574668
5.060000,4.585729
5.070000,4.596867
5.080000,4.608079
5.090000,4.619367
5.100000,4.630728
5.110000,4.642162
5.120000,4.653668
5.130000,4.665246
5.140000,4.676894
5.150000,4.688612
5.160000,4.700399
5.170000,4.712255
5.180000,4.724177
5.190000,4.736166
5.200000,4.748221
5.210000,4.760341
5.220000,4.772525
5.230000,4.784772
5.240000,4.797082
5.250000,4.809454
5.260000,4.821887
5.270000,4.834380
5.280000,4.846932
5.290000,4.859544
5.300000,4.872213
5.310000,4.884939
5.320000,4.897722
5.330000,4.910561
5.340000,4.923454
5.350000,4.936401
5.360000,4.949402
5.370000,4.962456
5.380000,4.975562
5.390000,4.988718
5.400000,5.001925
5.410000,5.015182
5.420000,5.028488
5.430000,5.041842
5.440000,5.055243
5.450000,5.068691
5.460000,5.082186
5.470000,5.095725
5.480000,5.109309
5.490000,5.122937
5.500000,5.136609
5.510000,5.150322
5.520000,5.164078
5.530000,5.177874
5.540000,5.191711
5.550000,5.205588
5.560000,5.219503
5.570000,5.233457
5.580000,5.247448
5.590000,5.261477
5.600000,5.275541
5.610000,5.289641
5.620000,5.303776
5.630000,5.317945
5.640000,5.332147
5.650000,5.346383
5.660000,5.360650
5.670000,5.374949
5.680000,5.389279
5.690000,5.403639
5.700000,5.418028
5.710000,5.432447
5.720000,5.446893
5.730000,5.461367
5.740000,5.475868
5.750000,5.490396
5.760000,5.504948
5.770000,5.519526
5.780000,5.534129
5.790000,5.548755
5.800000,5.563404
5.810000,5.578075
5.820000,5.592769
5.830000,5.607483
5.840000,5.622218
5.850000,5.636974
5.860000,5.651748
5.870000,5.666542
5.880000,5.681353
5.890000,5.696182
5.900000,5.711029
5.910000,5.725891
5.920000,5.740769
5.930000,5.755663
5.940000,5.770571
5.950000,5.785493
5.960000,5.800428
5.970000,5.815376
5.980000,5.830337
5.990000,5.845309
6.000000,5.860292
6.010000,5.874941
6.020000,5.889613
6.030000,5.904306
6.040000,5.919021
6.050000,5.933756
6.060000,5.948510
6.070000,5.963283
6.080000,5.978075
6.090000,5.992883
6.100000,6.007708
6.110000,6.022549
6.120000,6.037405
6.130000,6.052276
6.140000,6.067160
6.150000,6.082057
6.160000,6.096966
6.170000,6.111886
6.180000,6.126818
6.190000,6.141759
6.200000,6.156710
6.210000,6.171669
6.220000,6.186636
6.230000,6.201611
6.240000,6.216592
6.250000,6.231579
6.260000,6.246571
6.270000,6.261568
6.280000,6.276569
6.290000,6.291573
6.300000,6.306579
6.310000,6.321587
6.320000,6.336597
6.330000,6.351607
6.340000,6.366617
6.350000,6.381626
6.360000,6.396634
6.370000,6.411640
6.380000,6.426644
6.390000,6.441644
6.400000,6.456641
6.410000,6.471633
6.420000,6.486620
6.430000,6.501601
6.440000,6.516576
6.450000,6.531544
6.460000,6.546505
6.470000,6.561457
6.480000,6.576401
6.490000,6.591336
6.500000,6.606261
6.510000,6.621176
6.520000,6.636079
6.530000,6.650972
6.540000,6.665852
6.550000,6.680719
6.560000,6.695574
6.570000,6.710414
6.580000,6.725241
6.590000,6.740052
6.600000,6.754848
6.610000,6.769629
6.620000,6.784393
6.630000,6.799140
6.640000,6.813869
6.650000,6.828581
6.660000,6.843274
6.670000,6.857949
6.680000,6.872603
6.690000,6.887238
6.700000,6.901853
6.710000,6.916446
6.720000,6.931018
6.730000,6.945568
6.740000,6.960096
6.750000,6.974600
6.760000,6.989082
6.770000,7.003540
6.780000,7.017973
6.790000,7.032382
6.800000,7.046765
6.810000,7.061123
6.820000,7.075455
6.830000,7.089761
6.840000,7.104039
6.850000,7.118290
6.860000,7.132513
6.870000,7.146708
6.880000,7.160875
6.890000,7.175012
6.900000,7.189120
6.910000,7.203198
6.920000,7.217246
6.930000,7.231263
6.940000,7.245250
6.950000,7.259204
6.960000,7.273127
6.970000,7.287018
6.980000,7.300876
6.990000,7.314701
7.000000,7.328493
7.010000,7.342850
7.020000,7.357151
7.030000,7.371396
7.040000,7.385585
7.050000,7.399717
7.060000,7.413794
7.070000,7.427815
7.080000,7.441780
7.090000,7.455689
7.100000,7.469542
7.110000,7.483339
7.120000,7.497080
7.130000,7.510765
7.140000,7.524394
7.150000,7.537968
7.160000,7.551486
7.170000,7.564948
7.180000,7.578354
7.190000,7.591704
7.200000,7.604999
7.210000,7.618239
7.220000,7.631422
7.230000,7.644551
7.240000,7.657623
7.250000,7.670640
7.260000,7.683602
7.270000,7.696509
7.280000,7.709360
7.290000,7.722156
7.300000,7.734897
7.310000,7.747582
7.320000,7.760213
7.330000,7.772788
7.340000,7.785309
7.350000,7.797774
7.360000,7.810185
7.370000,7.822541
7.380000,7.834842
7.390000,7.847089
7.400000,7.859281
7.410000,7.871419
7.420000,7.883502
7.430000,7.895531
7.440000,7.907505
7.450000,7.919426
7.460000,7.931292
7.470000,7.943104
7.480000,7.954862
7.490000,7.966567
7.500000,7.978218
7.510000,7.989815
7.520000,8.001358
7.530000,8.012848
7.540000,8.024285
7.550000,8.035668
7.560000,8.046998
7.570000,8.058275
7.580000,8.069499
7.590000,8.080670
7.600000,8.091789
7.610000,8.102855
7.620000,8.113868
7.630000,8.124828
7.640000,8.135737
7.650000,8.146593
7.660000,8.157397
7.670000,8.168149
7.680000,8.178849
7.690000,8.189498
7.700000,8.200095
7.710000,8.210640
7.720000,8.221134
7.730000,8.231577
7.740000,8.241968
7.750000,8.252309
7.760000,8.262599
7.770000,8.272838
7.780000,8.283026
7.790000,8.293164
7.800000,8.303252
7.810000,8.313290
7.820000,8.323277
7.830000,8.333215
7.840000,8.343103
7.850000,8.352942
7.860000,8.362731
7.870000,8.372471
7.880000,8.382161
7.890000,8.391803
7.900000,8.401396
7.910000,8.410941
7.920000,8.420436
7.930000,8.429884
7.940000,8.439284
7.950000,8.448635
7.960000,8.457939
7.970000,8.467195
7.980000,8.476403
7.990000,8.485565
8.000000,8.494679
8.010000,8.504738
8.020000,8.514714
8.030000,8.524608
8.040000,8.534420
8.050000,8.544151
8.060000,8.553802
8.070000,8.563373
8.080000,8.572866
8.090000,8.582282
8.100000,8.591620
8.110000,8.600882
8.120000,8.610069
8.130000,8.619180
8.140000,8.628218
8.150000,8.637183
8.160000,8.646075
8.170000,8.654896
8.180000,8.663645
8.190000,8.672325
8.200000,8.680934
8.210000,8.689475
8.220000,8.697948
8.230000,8.706354
8.240000,8.714693
8.250000,8.722967
8.260000,8.731175
8.270000,8.739319
8.280000,8.747400
8.290000,8.755417
8.300000,8.763372
8.310000,8.771266
8.320000,8.779099
8.330000,8.786872
8.340000,8.794585
8.350000,8.802240
8.360000,8.809837
8.370000,8.817377
8.380000,8.824861
8.390000,8.832288
8.400000,8.839660
8.410000,8.846978
8.420000,8.854242
8.430000,8.861453
8.440000,8.868612
8.450000,8.875719
8.460000,8.882775
8.470000,8.889781
8.480000,8.896737
8.490000,8.903644
8.500000,8.910503
8.510000,8.917314
8.520000,8.924078
8.530000,8.930796
8.540000,8.937468
8.550000,8.944096
8.560000,8.950679
8.570000,8.957218
8.580000,8.963714
8.590000,8.970168
8.600000,8.976581
8.610000,8.982952
8.620000,8.989283
8.630000,8.995574
8.640000,9.001826
8.650000,9.008039
8.660000,9.014215
8.670000,9.020353
8.680000,9.026455
8.690000,9.032521
8.700000,9.038552
8.710000,9.044548
8.720000,9.050509
8.730000,9.056438
8.740000,9.062333
8.750000,9.068196
8.760000,9.074028
8.770000,9.079829
8.780000,9.085599
8.790000,9.091340
8.800000,9.097051
8.810000,9.102734
8.820000,9.108388
8.830000,9.114016
8.840000,9.119616
8.850000,9.125191
8.860000,9.130740
8.870000,9.136263
8.880000,9.141763
8.890000,9.147238
8.900000,9.152690
8.910000,9.158120
8.920000,9.163527
8.930000,9.168913
8.940000,9.174278
8.950000,9.179623
8.960000,9.184947
8.970000,9.190253
8.980000,9.195539
8.990000,9.200808
9.000000,9.206059
9.010000,9.211766
9.020000,9.217439
9.030000,9.223079
9.040000,9.228687
9.050000,9.234264
9.060000,9.239810
9.070000,9.245326
9.080000,9.250813
9.090000,9.256273
9.100000,9.261705
9.110000,9.267110
9.120000,9.272490
9.130000,9.277845
9.140000,9.283176
9.150000,9.288484
9.160000,9.293769
9.170000,9.299032
9.180000,9.304275
9.190000,9.309497
9.200000,9.314700
9.210000,9.319884
9.220000,9.325050
9.230000,9.330199
9.240000,9.335332
9.250000,9.340449
9.260000,9.345551
9.270000,9.350639
9.280000,9.355713
9.290000,9.360775
9.300000,9.365825
9.310000,9.370863
9.320000,9.375891
9.330000,9.380909
9.340000,9.385918
9.350000,9.390918
9.360000,9.395911
9.370000,9.400896
9.380000,9.405875
9.390000,9.410849
9.400000,9.415817
9.410000,9.420781
9.420000,9.425742
9.430000,9.430699
9.440000,9.435654
9.450000,9.440608
9.460000,9.445560
9.470000,9.450512
9.480000,9.455465
9.490000,9.460418
9.500000,9.465373
9.510000,9.470330
9.520000,9.475290
9.530000,9.480253
9.540000,9.485221
9.550000,9.490193
9.560000,9.495170
9.570000,9.500154
9.580000,9.505144
9.590000,9.510141
9.600000,9.515145
9.610000,9.520158
9.620000,9.525180
9.630000,9.530212
9.640000,9.535253
9.650000,9.540305
9.660000,9.545369
9.670000,9.550444
9.680000,9.555531
9.690000,9.560632
9.700000,9.565745
9.710000,9.570873
9.720000,9.576016
9.730000,9.581173
9.740000,9.586346
9.750000,9.591535
9.760000,9.596741
9.770000,9.601964
9.780000,9.607205
9.790000,9.612464
9.800000,9.617742
9.810000,9.623039
9.820000,9.628356
9.830000,9.633693
9.840000,9.639051
9.850000,9.644430
9.860000,9.649831
9.870000,9.655254
9.880000,9.660700
9.890000,9.666169
9.900000,9.671662
9.910000,9.677179
9.920000,9.682720
9.930000,9.688286
9.940000,9.693878
9.950000,9.699496
9.960000,9.705140
9.970000,9.710811
9.980000,9.716509
9.990000,9.722235
10.000000,9.727989
10.010000,9.733291
10.020000,9.738639
10.030000,9.744034
10.040000,9.749476
10.050000,9.754965
10.060000,9.760501
10.070000,9.766085
10.080000,9.771715
10.090000,9.777393
10.100000,9.783119
10.110000,9.788892
10.120000,9.794713
10.130000,9.800582
10.140000,9.806498
10.150000,9.812463
10.160000,9.818476
10.170000,9.824537
10.180000,9.830647
10.190000,9.836805
10.200000,9.843011
10.210000,9.849266
10.220000,9.855570
10.230000,9.861922
10.240000,9.868323
10.250000,9.874773
10.260000,9.881272
10.270000,9.887820
10.280000,9.894417
10.290000,9.901063
10.300000,9.907759
10.310000,9.914503
10.320000,9.921297
10.330000,9.928141
10.340000,9.935034
10.350000,9.941976
10.360000,9.948968
10.370000,9.956010
10.380000,9.963101
10.390000,9.970242
10.400000,9.977432
10.410000,9.984673
10.420000,9.991963
10.430000,9.999303
10.440000,10.006692
10.450000,10.014132
10.460000,10.021622
10.470000,10.029161
10.480000,10.036751
10.490000,10.044390
10.500000,10.052079
10.510000,10.059819
10.520000,10.067608
10.530000,10.075448
10.540000,10.083337
10.550000,10.091277
10.560000,10.099267
10.570000,10.107306
10.580000,10.115396
10.590000,10.123536
10.600000,10.131725
10.610000,10.139965
10.620000,10.148255
10.630000,10.156595
10.640000,10.164985
10.650000,10.173425
10.660000,10.181914
10.670000,10.190454
10.680000,10.199044
10.690000,10.207683
10.700000,10.216373
10.710000,10.225112
10.720000,10.233901
10.730000,10.242740
10.740000,10.251628
10.750000,10.260566
10.760000,10.269554
10.770000,10.278591
10.780000,10.287678
10.790000,10.296815
10.800000,10.306001
10.810000,10.315236
10.820000,10.324521
10.830000,10.333855
10.840000,10.343238
10.850000,10.352670
10.860000,10.362151
10.870000,10.371682
10.880000,10.381261
10.890000,10.390890
10.900000,10.400567
10.910000,10.410293
10.920000,10.420067
10.930000,10.429890
10.940000,10.439762
10.950000,10.449682
10.960000,10.459650
10.970000,10.469667
10.980000,10.479731
10.990000,10.489844
11.000000,10.500005
11.010000,10.509221
11.020000,10.518522
11.030000,10.527905
11.040000,10.537372
11.050000,10.546921
11.060000,10.556551
11.070000,10.566262
11.080000,10.576053
11.090000,10.585923
11.100000,10.595872
11.110000,10.605899
11.120000,10.616003
11.130000,10.626184
11.140000,10.636441
11.150000,10.646773
11.160000,10.657179
11.170000,10.667659
11.180000,10.678213
11.190000,10.688839
11.200000,10.699536
11.210000,10.710305
11.220000,10.721145
11.230000,10.732054
11.240000,10.743032
11.250000,10.754079
11.260000,10.765194
11.270000,10.776376
11.280000,10.787624
11.290000,10.798938
11.300000,10.810317
11.310000,10.821761
11.320000,10.833269
11.330000,10.844840
11.340000,10.856474
11.350000,10.868169
11.360000,10.879926
11.370000,10.891744
11.380000,10.903621
11.390000,10.915558
11.400000,10.927554
11.410000,10.939608
11.420000,10.951719
11.430000,10.963887
11.440000,10.976111
11.450000,10.988391
11.460000,11.000726
11.470000,11.013115
11.480000,11.025558
11.490000,11.038054
11.500000,11.050602
11.510000,11.063202
11.520000,11.075853
11.530000,11.088555
11.540000,11.101307
11.550000,11.114109
11.560000,11.126959
11.570000,11.139857
11.580000,11.152803
11.590000,11.165796
11.600000,11.178835
11.610000,11.191920
11.620000,11.205050
11.630000,11.218225
11.640000,11.231443
11.650000,11.244705
11.660000,11.258010
11.670000,11.271357
11.680000,11.284745
11.690000,11.298175
11.700000,11.311645
11.710000,11.325154
11.720000,11.338703
11.730000,11.352291
11.740000,11.365917
11.750000,11.379580
11.760000,11.393281
11.770000,11.407017
11.780000,11.420790
11.790000,11.434598
11.800000,11.448440
11.810000,11.462316
11.820000,11.476227
11.830000,11.490170
11.840000,11.504145
11.850000,11.518153
11.860000,11.532191
11.870000,11.546261
11.880000,11.560360
11.890000,11.574490
11.900000,11.588648
11.910000,11.602835
11.920000,11.617050
11.930000,11.631293
11.940000,11.645562
11.950000,11.659858
11.960000,11.674180
11.970000,11.688527
11.980000,11.702898
11.990000,11.717294
12.000000,11.731714
12.010000,11.745565
12.020000,11.759461
12.030000,11.773400
12.040000,11.787382
12.050000,11.801405
12.060000,11.815469
12.070000,11.829574
12.080000,11.843717
12.090000,11.857899
12.100000,11.872118
12.110000,11.886374
12.120000,11.900666
12.130000,11.914992
12.140000,11.929353
12.150000,11.943747
12.160000,11.958173
12.170000,11.972631
12.180000,11.987119
12.190000,12.001638
12.200000,12.016186
12.210000,12.030761
12.220000,12.045365
12.230000,12.059995
12.240000,12.074651
12.250000,12.089332
12.260000,12.104038
12.270000,12.118767
12.280000,12.133519
12.290000,12.148293
12.300000,12.163088
12.310000,12.177904
12.320000,12.192739
12.330000,12.207593
12.340000,12.222466
12.350000,12.237355
12.360000,12.252262
12.370000,12.267185
12.380000,12.282122
12.390000,12.297074
12.400000,12.312040
12.410000,12.327019
12.420000,12.342011
12.430000,12.357014
12.440000,12.372027
12.450000,12.387051
12.460000,12.402085
12.470000,12.417127
12.480000,12.432177
12.490000,12.447235
12.500000,12.462299
12.510000,12.477369
12.520000,12.492445
12.530000,12.507525
12.540000,12.522609
12.550000,12.537697
12.560000,12.552787
12.570000,12.567879
12.580000,12.582973
12.590000,12.598067
12.600000,12.613162
12.610000,12.628255
12.620000,12.643348
12.630000,12.658439
12.640000,12.673527
12.650000,12.688612
12.660000,12.703693
12.670000,12.718770
12.680000,12.733842
12.690000,12.748908
12.700000,12.763969
12.710000,12.779022
12.720000,12.794068
12.730000,12.809106
12.740000,12.824136
12.750000,12.839157
12.760000,12.854167
12.770000,12.869168
12.780000,12.884157
12.790000,12.899136
12.800000,12.914102
12.810000,12.929056
12.820000,12.943996
12.830000,12.958923
12.840000,12.973836
12.850000,12.988734
12.860000,13.003617
12.870000,13.018484
12.880000,13.033335
12.890000,13.048169
12.900000,13.062985
12.910000,13.077784
12.920000,13.092564
12.930000,13.107325
12.940000,13.122067
12.950000,13.136789
12.960000,13.151491
12.970000,13.166172
12.980000,13.180831
12.990000,13.195469
13.000000,13.210084
13.010000,13.225029
13.020000,13.239939
13.030000,13.254811
13.040000,13.269647
13.050000,13.284446
13.060000,13.299208
13.070000,13.313932
13.080000,13.328619
13.090000,13.343267
13.100000,13.357878
13.110000,13.372450
13.120000,13.386983
13.130000,13.401478
13.140000,13.415933
13.150000,13.430349
13.160000,13.444726
13.170000,13.459063
13.180000,13.473360
13.190000,13.487617
13.200000,13.501833
13.210000,13.516009
13.220000,13.530144
13.230000,13.544238
13.240000,13.558291
13.250000,13.572303
13.260000,13.586273
13.270000,13.600202
13.280000,13.614088
13.290000,13.627933
13.300000,13.641735
13.310000,13.655495
13.320000,13.669212
13.330000,13.682887
13.340000,13.696518
13.350000,13.710106
13.360000,13.723652
13.370000,13.737153
13.380000,13.750612
13.390000,13.764026
13.400000,13.777397
13.410000,13.790723
13.420000,13.804006
13.430000,13.817244
13.440000,13.830437
13.450000,13.843586
13.460000,13.856691
13.470000,13.869750
13.480000,13.882765
13.490000,13.895734
13.500000,13.908658
13.510000,13.921537
13.520000,13.934370
13.530000,13.947158
13.540000,13.959900
13.550000,13.972597
13.560000,13.985247
13.570000,13.997852
13.580000,14.010410
13.590000,14.022922
13.600000,14.035388
13.610000,14.047807
13.620000,14.060180
13.630000,14.072507
13.640000,14.084786
13.650000,14.097019
13.660000,14.109205
13.670000,14.121345
13.680000,14.133437
13.690000,14.145482
13.700000,14.157481
13.710000,14.169432
13.720000,14.181335
13.730000,14.193192
13.740000,14.205001
13.750000,14.216763
13.760000,14.228477
13.770000,14.240144
13.780000,14.251764
13.790000,14.263335
13.800000,14.274859
13.810000,14.286336
13.820000,14.297765
13.830000,14.309146
13.840000,14.320479
13.850000,14.331764
13.860000,14.343002
13.870000,14.354192
13.880000,14.365334
13.890000,14.376428
13.900000,14.387475
13.910000,14.398473
13.920000,14.409424
13.930000,14.420326
13.940000,14.431181
13.950000,14.441988
13.960000,14.452747
13.970000,14.463458
13.980000,14.474121
